Group,Sub Group,Item No.,MBS Item No.,Units,Description,MBS Fee,MBS Units,MBS Fee Note,Note,Has other modifier,Has time modifer
Other / Therapeutic and Diagnostic Services,Miscellaneous,CV009,,3,"MONITORING DEPTH OF ANAESTHESIA, incorporating continuous measurement of the electroencephalogram during anaesthesia for the diagnosis of awareness, in situations with a higher baseline risk of awareness*",,,,"* Item CV009 (for monitoring depth of anaesthesia) is not intended for routine use. It applies to the monitoring of a processed EEG signal for the avoidance of awareness, in situations in which the anaesthetist considers the risk of awareness to be higher than usual. Such clinical situations may include cardiac surgery, trauma surgery, the medically unwell patient, a previous history of awareness, caesarean section under general anaesthesia or the use of total intravenous anaesthesia. It is important to note that there is no MBS equivalent to this item.",FALSE,
Other / Therapeutic and Diagnostic Services,Miscellaneous,CV032,14209,4,INTRA-ARTERIAL INFUSION or retrograde intravenous perfusion of a sympatholytic agent,,,,,FALSE,
Other / Therapeutic and Diagnostic Services,Vascular Cannulation,CV028,22012,3,Intra-arterial pressure monitoring,67.65,3,0,,FALSE,
Other / Therapeutic and Diagnostic Services,Invasive Monitoring,CV014,22012,3,"MONITORING THAT: (a) is of one of the following types of blood pressure: (i) central venous blood pressure; (ii) pulmonary arterial blood pressure; (iii) systemic arterial blood pressure; (iv) cardiac intracavity blood pressure; and (b) is conducted by indwelling catheter; and (c) is performed in association with the administration of anaesthesia for a procedure and not as a service to which item 13876 applies; and (d) is performed, on a day, on a patient who: (i) is categorised as having a high risk of complications; or (ii) during the procedure develops either complications or a high risk of complications; and (e) has not previously been performed in those circumstances on the day on the patient for that type of blood pressure",67.65,3,0,,FALSE,
Other / Unlisted Anaesthetic Procedures,,CS990,21990,3,ANAESTHESIA when no procedure ensues*,67.65,3,0,"* The previous requirements for item 21990, that the claim must be accompanied by an explanation of the full details of the circumstances, including details of the surgery/ procedure which had been proposed and the reason for it being discontinued, were altered on 1 Nov 2018. Explanatory note TN10.12 now reads: ""Claims should include details of the surgery/procedure which had been proposed and the reason for it being discontinued or abandoned.” The Medicare website simply states “When billing item 21990, include a note listing the surgical item or items that were abandoned”",TRUE,
Other / Unlisted Anaesthetic Procedures,,CU999,,0,"UNLISTED ANAESTHESIA PROCEDURE(S). The ASA recognises that in determining the number of units applicable, the anaesthetist shall have regard to equivalent procedures",,,,,FALSE,
Other / Unlisted Anaesthetic Procedures,,,21992,4,INITIATION OF MANAGEMENT OF ANAESTHESIA performed on a person under the age of ten years in connection with a procedure covered by an item which has not been identified as attracting an anaesthetic (Not necessary in ASA RVG—covered by items CU999 and CV999),90.2,4,0,Not necessary in ASA RVG—covered by items CU999 and CV999,TRUE,
Other / Unlisted Anaesthetic Procedures,,,21997,4,"INITIATION OF MANAGEMENT OF ANAESTHESIA in connection with a procedure covered by an item which has not been identified as attracting an anaesthetic rebate, not being a service to which items 21992 or 21965 apply, where it can be demonstrated that there is a clinical need for anaesthesia (Not necessary in ASA RVG—covered by items CU999 and CV999)",90.2,4,0,Not necessary in ASA RVG—covered by items CU999 and CV999,TRUE,
Pain / Pain Medicine Case Conferences,,AF070,2946,3,"Attendance by a consultant physician or specialist practising in the specialty of pain medicine, as a member of a case conference team, TO ORGANISE AND COORDINATE A COMMUNITY CASE CONFERENCE, with a multidisciplinary team of at least three other formal care providers of different disciplines - where the conference time is at least 15 minutes, but less than 30 minutes",160.8,0,0,,FALSE,
Pain / Pain Medicine Case Conferences,,AF080,2949,5,"- where the conference time is at least 30 minutes, but less than 45 minutes",241.35,0,0,,FALSE,
Pain / Pain Medicine Case Conferences,,AF090,2954,7,- where the conference time is at least 45 minutes,321.55,0,0,,FALSE,
Pain / Pain Medicine Case Conferences,,AF100,2958,2,"Attendance by a consultant physician or specialist practising in the specialty of pain medicine, as a member of a case conference team, TO PARTICIPATE IN A COMMUNITY CASE CONFERENCE (other than to organise and to coordinate the conference) with a multidisciplinary team of at least two other formal care providers of different disciplines - where the conference time is at least 15 minutes, but less than 30 minutes",115.5,0,0,,FALSE,
Pain / Pain Medicine Case Conferences,,AF110,2972,3,"- where the conference time is at least 30 minutes, but less than 45 minutes",184.25,0,0,,FALSE,
Pain / Pain Medicine Case Conferences,,AF120,2974,4,- where the conference time is at least 45 minutes,252.95,0,0,,FALSE,
Pain / Pain Medicine Case Conferences,,AF130,2978,3,"Attendance by a consultant physician or specialist practising in the speciality of pain medicine, as a member of a case conference team, TO ORGANISE AND COORDINATE A DISCHARGE CASE CONFERENCE with a multidisciplinary team of at least three other formal care providers of different disciplines - where the conference time is at least 15 minutes, but less than 30 minutes",160.8,0,0,,FALSE,
Pain / Pain Medicine Case Conferences,,AF140,2984,5,"- where the conference time is at least 30 minutes, but less than 45 minutes",241.35,0,0,,FALSE,
Pain / Pain Medicine Case Conferences,,AF150,2988,7,- where the conference time is at least 45 minutes,321.55,0,0,,FALSE,
Pain / Pain Medicine Case Conferences,,AF160,2992,2,"Attendance by a consultant physician or specialist practising in the speciality of pain medicine, as a member of a case conference team, TO PARTICIPATE IN A DISCHARGE CASE CONFERENCE with a multidisciplinary team of at least two other formal care providers of different disciplines - where the conference time is at least 15 minutes, but less than 30 minutes",115.5,0,0,,FALSE,
Pain / Pain Medicine Case Conferences,,AF170,2996,3,"- where the conference time is at least 30 minutes, but less than 45 minutes",184.25,0,0,,FALSE,
Pain / Pain Medicine Case Conferences,,AF180,3000,4,- where the conference time is at least 45 minutes,252.95,0,0,,FALSE,
Pain / Pain Medicine Consultations,,AF010,2801,4,"PROFESSIONAL ATTENDANCE at consulting rooms or hospital by a consultant physician or specialist practising in the specialty of pain medicine, where the patient was referred to him or her by a medical practitioner - INITIAL attendance in a single course of treatment",174.5,0,0,,FALSE,
Pain / Pain Medicine Consultations,,,2799,,Initial professional attendance of 10 minutes or less in duration on a patient by a specialist or consultant physician practicing in the speciaist’s or consultant physician’s specialty of pain medicine if: (a) the attendance is by video conference (b) the patient is not an admitted patient (c) the patient: (i) is located both: (A) within a telehealth eligible area (B) at the time of attendance – at least 15kms by road from the specialist or physician; or (ii) is a care recipient in a residential care service; or (iii) is a patient of (A) an Aboriginal Medical Service; or (B) an Aboriginal Community Controlled Health Service for which a direction made under subsection 19(2) of the Act applies; and (d) no other initial consultation has taken place for a single course of treatment,,,,"*Due to changes to MBS specialist telehealth items, item 2799 is no longer available as of 1 January 2022",FALSE,
Pain / Pain Medicine Consultations,,AF020,2806,2,each attendance subsequent to the first in a single course of treatment,87.3,0,0,,FALSE,
Pain / Pain Medicine Consultations,,,2814,,each minor attendance subsequent to the first in a single course of treatment,49.75,0,0,,FALSE,
Pain / Pain Medicine Consultations,,AF040,2824,5,"PROFESSIONAL ATTENDANCE at a place other than consulting rooms or hospital by a consultant physician or specialist practising in the specialty of pain medicine, where the patient was referred to him or her by a medical practitioner - INITIAL attendance in a single course of treatment",211.65,0,0,,FALSE,
Pain / Pain Medicine Consultations,,AF050,2832,3,each attendance subsequent to the first in a single course of treatment,128.05,0,0,,FALSE,
Pain / Pain Medicine Consultations,,,2840,,each minor attendance subsequent to the first in a single course of treatment,92.25,0,0,,FALSE,
Pain / Pain Medicine Consultations,,BM930,14209,3,INTRA-ARTERIAL INFUSION or retrograde intravenous perfusion of a sympatholytic agent,,,,"*Removed by MBS review taskforce, no longer available as of 1 March 2022",FALSE,
Pain / Pain Medicine Consultations,,BM960,14218,3,"IMPLANTED INFUSION PUMP REFILLING OF RESERVOIR, with a therapeutic agent or agents, for infusion to the subarachnoid or epidural space, with or without reprogramming of a programmable pump, for the management of chronic intractable pain",111.6,0,0,,FALSE,
Pain / Pain Medicine Consultations,,BM970,14221,2,"LONG-TERM IMPLANTED DEVICE for delivery of therapeutic agents, accessing of, not being a service associated with a service to which Item BM500 applies",59.8,0,0,Item BM500 (MBS Item 13945) refers to the accessing of an implanted device for the delivery of a cytotoxic chemotherapeutic agent,FALSE,
Pain / Pain Medicine Consultations,,LN045,39013,4,"INJECTION UNDER IMAGE INTENSIFICATION with one or more of contrast media, local anaesthetic or corticosteroid into one or more zygo-apophyseal or costo-transverse joints or one or more primary posterior rami of spinal nerves",124.3,0,0,,FALSE,
Pain / Pain Medicine Consultations,,LN410,39100,9,"INJECTION OF PRIMARY BRANCH OF TRIGEMINAL NERVE with alcohol, cortisone, phenol or similar substance",270.65,0,0,,FALSE,
Pain / Pain Medicine Consultations,,LN460,39115,3,"PERCUTANEOUS NEUROTOMY of posterior divisions (or rami) of spinal nerves by any method, including any associated spinal, epidural or regional nerve block (payable once only in a 30-day period)",,,,"*Removed by MBS review taskforce, no longer available as of 1 March 2022",FALSE,
Pain / Pain Medicine Consultations,,LN470,39118,11,PERCUTANEOUS NEUROTOMY for facet joint denervation by radiofrequency probe or cryoprobe using radiological imaging control,373.2,0,0,,FALSE,
Pain / Pain Medicine Consultations,,LN500,39125,11,"Intrathecal or epidural SPINAL CATHETER, insertion or replacement of, and connection to a subcutaneous implanted infusion pump, for the management of chronic intractable pain",339.55,0,0,,FALSE,
Pain / Pain Medicine Consultations,,LN510,39126,14,"INFUSION PUMP, subcutaneous implantation or replacement of, and connection of the pump to an intrathecal or epidural catheter, and filling of reservoir with a therapeutic agent or agents, with or without programming the pump, for the management of chronic intractable pain",412.25,0,0,,FALSE,
Pain / Pain Medicine Consultations,,LN520,39127,22,"SUBCUTANEOUS RESERVOIR AND SPINAL CATHETER, insertion of, for the management of chronic intractable pain",539.65,0,0,,FALSE,
Pain / Pain Medicine Consultations,,LN530,39128,25,"INFUSION PUMP, subcutaneous implantation of, AND intrathecal or epidural SPINAL CATHETER, insertion of, and connection of pump to catheter and filling of reservoir with a therapeutic agent or agents, with or without programming of the pump, for the management of chronic intractable pain",751.75,0,0,,FALSE,
Pain / Pain Medicine Consultations,,LN540,39130,23,"EPIDURAL LEAD, percutaneous placement of, including intraoperative test stimulation, for the management of chronic intractable neuropathic pain from refractory angina pectoris, to a maximum of four leads",767.95,0,0,,FALSE,
Pain / Pain Medicine Consultations,,LN550,39131,5,"ELECTRODES, epidural or peripheral nerve, management of patient and adjustment or reprogramming of neurostimulator by a medical practitioner, for the management of chronic intractable neuropathic pain or pain from refractory angina pectoris—each day",145.6,0,0,,FALSE,
Pain / Pain Medicine Consultations,,LN560,39133,6,REMOVAL of subcutaneously implanted infusion pump or removal or repositioning of intrathecal or epidural SPINAL CATHETER for the management of chronic intractable pain,181.6,0,0,,FALSE,
Pain / Pain Medicine Consultations,,LN570,39134,13,"NEUROSTIMULATOR or RECEIVER, subcutaneous placement of, including placement and connection of extension wires to epidural or peripheral nerve electrodes, for the management of chronic intractable neuropathic pain or pain from refractory angina pectoris",387.95,0,0,,FALSE,
Pain / Pain Medicine Consultations,,LN575,39135,6,"NEUROSTIMULATOR or RECEIVER, that was inserted for the management of chronic intractable neuropathic pain or pain from refractory angina pectoris, removal of, performed in the operating theatre of a hospital",181.6,0,0,,FALSE,
Pain / Pain Medicine Consultations,,LN580,39136,6,"LEAD, epidural or peripheral nerve that was inserted for the management of chronic intractable neuropathic pain or pain from refractory angina pectoris, removal of, performed in the operating theatre of a hospital",181.6,0,0,,FALSE,
Pain / Pain Medicine Consultations,,LN420,,10,INTRATHECAL INJECTION of alcohol or phenol,,,,,FALSE,
Pain / Pain Medicine Consultations,,LN583,39137,23,"LEAD, epidural or peripheral nerve, that was inserted for the management of chronic intractable neuropathic pain or pain from refractory angina pectoris, surgical repositioning to correct displacement or unsatisfactory positioning, including intraoperative test stimulation, not being a service to which LN540, LN587 or LN590 applies",689.65,0,0,Item LN590 (MBS Item 39139) refers to a surgical procedure involving laminectomy,FALSE,
Pain / Pain Medicine Consultations,,LN587,39138,23,"PERIPHERAL NERVE LEAD, surgical placement of, including intraoperative test stimulation, for the management of chronic intractable neuropathic pain or pain from refractory angina pectoris, to a maximum of four leads",767.95,0,0,,FALSE,
Pain / Pain Medicine Consultations,,LN600,39140,11,"EPIDURAL CATHETER, insertion of, under imaging control, with epidurogram and epidural therapeutic injection for lysis of adhesions",333.65,0,0,,FALSE,
Pain Management,Pain Management,CV084,22042,1,"Introduction of a nerve block performed via a retrobulbar, peribulbar, or sub Tenon’s approach, or other complex eye block, when administered by an anaesthetist perioperatively",22.55,1,0,"* This item can be co-claimed with item 20142 (anaesthesia for lens surgery), when anaesthesia or sedation was also provided by the same anaesthetist. Item 22042 cannot be co-claimed with item 20142, 20144, 20145 and 20147 when a general anaesthetic is the primary anaesthetic approach.",FALSE,
Pain Management,Pain Management,CV081,,4,"MAJOR NERVE BLOCK (proximal to the elbow or knee), including intercostal nerve block(s) or plexus block (specify type) to provide postoperative pain relief (not to be used in conjunction with items CV082 or CV083, or any item in the range CV200 to CV330)*",,,,"* Items in the range CV200 to CV330 are not to be used in conjunction with RVG anaesthesia items, including items CV081, CV082 and CV083.",FALSE,
Pain Management,Pain Management,CV082,,2,"MINOR NERVE BLOCK (specify type) to provide postoperative pain relief (this does not include subcutaneous infiltration) (not to be used in conjunction with items CV081 or CV083, or any item in the range CV200 to CV330)*",,,,"* Items in the range CV200 to CV330 are not to be used in conjunction with RVG anaesthesia items, including items CV081, CV082 and CV083.",FALSE,
Pain Management,Pain Management,CV083,,5,"MAJOR PERIPHERAL NERVE BLOCK, performed perioperatively, with the introduction of a catheter to allow continuous nerve blockade, to provide postoperative pain relief (not to be used in conjunction with items CV081 or CV082, or any item in the range CV200 to CV330)*",,,,"* Items in the range CV200 to CV330 are not to be used in conjunction with RVG anaesthesia items, including items CV081, CV082 and CV083.",FALSE,
Time,Time (ASA/AMA),T0015,23010,1,00:01 HOURS TO 00:15 HOURS,22.55,1,0,,FALSE,
Time,Time (ASA/AMA),T0030,23025,2,00:16 HOURS TO 00:30 HOURS,45.1,2,0,,FALSE,
Time,Time (ASA/AMA),T0045,23035,3,00:31 HOURS TO 00:45 HOURS,67.65,3,0,,FALSE,
Time,Time (ASA/AMA),T0100,23045,4,00:46 HOURS TO 01:00 HOURS,90.2,4,0,,FALSE,
Time,Time (ASA/AMA),T0115,23055,5,01:01 HOURS TO 01:15 HOURS,112.75,5,0,,FALSE,
Time,Time (ASA/AMA),T0130,23065,6,01:16 HOURS TO 01:30 HOURS,135.3,6,0,,FALSE,
Time,Time (ASA/AMA),T0145,23075,7,01:31 HOURS TO 01:45 HOURS,157.85,7,0,,FALSE,
Time,Time (ASA/AMA),T0200,23085,8,01:46 HOURS TO 02:00 HOURS,180.4,8,0,,FALSE,
Time,Time (ASA/AMA),T0210,23091,9,02:01 HOURS TO 02:10 HOURS,202.95,9,0,,FALSE,
Time,Time (ASA/AMA),T0220,23101,10,02:11 HOURS TO 02:20 HOURS,225.5,10,0,,FALSE,
Time,Time (ASA/AMA),T0230,23111,11,02:21 HOURS TO 02:30 HOURS,248.05,11,0,,FALSE,
Time,Time (ASA/AMA),T0240,23112,12,02:31 HOURS TO 02:40 HOURS,270.6,12,0,,FALSE,
Time,Time (ASA/AMA),T0250,23113,13,02:41 HOURS TO 02:50 HOURS,293.15,13,0,,FALSE,
Time,Time (ASA/AMA),T0300,23114,14,02:51 HOURS TO 03:00 HOURS,315.7,14,0,,FALSE,
Time,Time (ASA/AMA),T0310,23115,15,03:01 HOURS TO 03:10 HOURS,338.25,15,0,,FALSE,
Time,Time (ASA/AMA),T0320,23116,16,03:11 HOURS TO 03:20 HOURS,360.8,16,0,,FALSE,
Time,Time (ASA/AMA),T0330,23117,17,03:21 HOURS TO 03:30 HOURS,383.35,17,0,,FALSE,
Time,Time (ASA/AMA),T0340,23118,18,03:31 HOURS TO 03:40 HOURS,405.9,18,0,,FALSE,
Time,Time (ASA/AMA),T0350,23119,19,03:41 HOURS TO 03:50 HOURS,428.45,19,0,,FALSE,
Time,Time (ASA/AMA),T0400,23121,20,03:51 HOURS TO 04:00 HOURS,451,20,0,,FALSE,
Time,Time (ASA/AMA),T0405,23170,21,04:01 HOURS TO 04:05 HOURS,473.55,21,0,,FALSE,
Time,Time (ASA/AMA),T0410,23170,22,04:06 HOURS TO 04:10 HOURS,473.55,21,0,,FALSE,
Time,Time (ASA/AMA),T0415,23180,23,04:11 HOURS TO 04:15 HOURS,496.1,22,0,,FALSE,
Time,Time (ASA/AMA),T0420,23180,24,04:16 HOURS TO 04:20 HOURS,496.1,22,0,,FALSE,
Time,Time (ASA/AMA),T0425,23190,25,04:21 HOURS TO 04:25 HOURS,518.65,23,0,,FALSE,
Time,Time (ASA/AMA),T0430,23190,26,04:26 HOURS TO 04:30 HOURS,518.65,23,0,,FALSE,
Time,Time (ASA/AMA),T0435,23200,27,04:31 HOURS TO 04:35 HOURS,541.2,24,0,,FALSE,
Time,Time (ASA/AMA),T0440,23200,28,04:36 HOURS TO 04:40 HOURS,541.2,24,0,,FALSE,
Time,Time (ASA/AMA),T0445,23210,29,04:41 HOURS TO 04:45 HOURS,563.75,25,0,,FALSE,
Time,Time (ASA/AMA),T0450,23210,30,04:46 HOURS TO 04:50 HOURS,563.75,25,0,,FALSE,
Time,Time (ASA/AMA),T0455,23220,31,04:51 HOURS TO 04:55 HOURS,586.3,26,0,,FALSE,
Time,Time (ASA/AMA),T0500,23220,32,04:56 HOURS TO 05:00 HOURS,586.3,26,0,,FALSE,
Time,Time (ASA/AMA),T0505,23230,33,05:01 HOURS TO 05:05 HOURS,608.85,27,0,,FALSE,
Time,Time (ASA/AMA),T0510,23230,34,05:06 HOURS TO 05:10 HOURS,608.85,27,0,,FALSE,
Time,Time (ASA/AMA),T0515,23240,35,05:11 HOURS TO 05:15 HOURS,631.4,28,0,,FALSE,
Time,Time (ASA/AMA),T0520,23240,36,05:16 HOURS TO 05:20 HOURS,631.4,28,0,,FALSE,
Time,Time (ASA/AMA),T0525,23250,37,05:21 HOURS TO 05:25 HOURS,653.95,29,0,,FALSE,
Time,Time (ASA/AMA),T0530,23250,38,05:26 HOURS TO 05:30 HOURS,653.95,29,0,,FALSE,
Time,Time (ASA/AMA),T0535,23260,39,05:31 HOURS TO 05:35 HOURS,676.5,30,0,,FALSE,
Time,Time (ASA/AMA),T0540,23260,40,05:36 HOURS TO 05:40 HOURS,676.5,30,0,,FALSE,
Time,Time (ASA/AMA),T0545,23270,41,05:41 HOURS TO 05:45 HOURS,699.05,31,0,,FALSE,
Time,Time (ASA/AMA),T0550,23270,42,05:46 HOURS TO 05:50 HOURS,699.05,31,0,,FALSE,
Time,Time (ASA/AMA),T0555,23280,43,05:51 HOURS TO 05:55 HOURS,721.6,32,0,,FALSE,
Time,Time (ASA/AMA),T0600,23280,44,05:56 HOURS TO 06:00 HOURS,721.6,32,0,,FALSE,
Time,Time (ASA/AMA),T0605,23290,45,06:01 HOURS TO 06:05 HOURS,744.15,33,0,,FALSE,
Time,Time (ASA/AMA),T0610,23290,46,06:06 HOURS TO 06:10 HOURS,744.15,33,0,,FALSE,
Time,Time (ASA/AMA),T0615,23300,47,06:11 HOURS TO 06:15 HOURS,766.7,34,0,,FALSE,
Time,Time (ASA/AMA),T0620,23300,48,06:16 HOURS TO 06:20 HOURS,766.7,34,0,,FALSE,
Time,Time (ASA/AMA),T0625,23310,49,06:21 HOURS TO 06:25 HOURS,789.25,35,0,,FALSE,
Time,Time (ASA/AMA),T0630,23310,50,06:26 HOURS TO 06:30 HOURS,789.25,35,0,,FALSE,
Time,Time (ASA/AMA),T0635,23320,51,06:31 HOURS TO 06:35 HOURS,811.8,36,0,,FALSE,
Time,Time (ASA/AMA),T0640,23320,52,06:36 HOURS TO 06:40 HOURS,811.8,36,0,,FALSE,
Time,Time (ASA/AMA),T0645,23330,53,06:41 HOURS TO 06:45 HOURS,834.35,37,0,,FALSE,
Time,Time (ASA/AMA),T0650,23330,54,06:46 HOURS TO 06:50 HOURS,834.35,37,0,,FALSE,
Time,Time (ASA/AMA),T0655,23340,55,06:51 HOURS TO 06:55 HOURS,856.9,38,0,,FALSE,
Time,Time (ASA/AMA),T0700,23340,56,06:56 HOURS TO 07:00 HOURS,856.9,38,0,,FALSE,
Time,Time (ASA/AMA),T0705,23350,57,07:01 HOURS TO 07:05 HOURS,879.45,39,0,,FALSE,
Time,Time (ASA/AMA),T0710,23350,58,07:06 HOURS TO 07:10 HOURS,879.45,39,0,,FALSE,
Time,Time (ASA/AMA),T0715,23360,59,07:11 HOURS TO 07:15 HOURS,902,40,0,,FALSE,
Time,Time (ASA/AMA),T0720,23360,60,07:16 HOURS TO 07:20 HOURS,902,40,0,,FALSE,
Time,Time (ASA/AMA),T0725,23370,61,07:21 HOURS TO 07:25 HOURS,924.55,41,0,,FALSE,
Time,Time (ASA/AMA),T0730,23370,62,07:26 HOURS TO 07:30 HOURS,924.55,41,0,,FALSE,
Time,Time (ASA/AMA),T0735,23380,63,07:31 HOURS TO 07:35 HOURS,947.1,42,0,,FALSE,
Time,Time (ASA/AMA),T0740,23380,64,07:36 HOURS TO 07:40 HOURS,947.1,42,0,,FALSE,
Time,Time (ASA/AMA),T0745,23390,65,07:41 HOURS TO 07:45 HOURS,969.65,43,0,,FALSE,
Time,Time (ASA/AMA),T0750,23390,66,07:46 HOURS TO 07:50 HOURS,969.65,43,0,,FALSE,
Time,Time (ASA/AMA),T0755,23400,67,07:51 HOURS TO 07:55 HOURS,992.2,44,0,,FALSE,
Time,Time (ASA/AMA),T0800,23400,68,07:56 HOURS TO 08:00 HOURS,992.2,44,0,,FALSE,
Time,Time (ASA/AMA),T0805,23410,69,08:01 HOURS TO 08:05 HOURS,1014.75,45,0,,FALSE,
Time,Time (ASA/AMA),T0810,23410,70,08:06 HOURS TO 08:10 HOURS,1014.75,45,0,,FALSE,
Time,Time (ASA/AMA),T0815,23420,71,08:11 HOURS TO 08:15 HOURS,1037.3,46,0,,FALSE,
Time,Time (ASA/AMA),T0820,23420,72,08:16 HOURS TO 08:20 HOURS,1037.3,46,0,,FALSE,
Time,Time (ASA/AMA),T0825,23430,73,08:21 HOURS TO 08:25 HOURS,1059.85,47,0,,FALSE,
Time,Time (ASA/AMA),T0830,23430,74,08:26 HOURS TO 08:30 HOURS,1059.85,47,0,,FALSE,
Time,Time (ASA/AMA),T0835,23440,75,08:31 HOURS TO 08:35 HOURS,1082.4,48,0,,FALSE,
Time,Time (ASA/AMA),T0840,23440,76,08:36 HOURS TO 08:40 HOURS,1082.4,48,0,,FALSE,
Time,Time (ASA/AMA),T0845,23450,77,08:41 HOURS TO 08:45 HOURS,1104.95,49,0,,FALSE,
Time,Time (ASA/AMA),T0850,23450,78,08:46 HOURS TO 08:50 HOURS,1104.95,49,0,,FALSE,
Time,Time (ASA/AMA),T0855,23460,79,08:51 HOURS TO 08:55 HOURS,1127.5,50,0,,FALSE,
Time,Time (ASA/AMA),T0900,23460,80,08:56 HOURS TO 09:00 HOURS,1127.5,50,0,,FALSE,
Time,Time (ASA/AMA),T0905,23470,81,09:01 HOURS TO 09:05 HOURS,1150.05,51,0,,FALSE,
Time,Time (ASA/AMA),T0910,23470,82,09:06 HOURS TO 09:10 HOURS,1150.05,51,0,,FALSE,
Time,Time (ASA/AMA),T0915,23480,83,09:11 HOURS TO 09:15 HOURS,1172.6,52,0,,FALSE,
Time,Time (ASA/AMA),T0920,23480,84,09:16 HOURS TO 09:20 HOURS,1172.6,52,0,,FALSE,
Time,Time (ASA/AMA),T0925,23490,85,09:21 HOURS TO 09:25 HOURS,1195.15,53,0,,FALSE,
Time,Time (ASA/AMA),T0930,23490,86,09:26 HOURS TO 09:30 HOURS,1195.15,53,0,,FALSE,
Time,Time (ASA/AMA),T0935,23500,87,09:31 HOURS TO 09:35 HOURS,1217.7,54,0,,FALSE,
Time,Time (ASA/AMA),T0940,23500,88,09:36 HOURS TO 09:40 HOURS,1217.7,54,0,,FALSE,
Time,Time (ASA/AMA),T0945,23510,89,09:41 HOURS TO 09:45 HOURS,1240.25,55,0,,FALSE,
Time,Time (ASA/AMA),T0950,23510,90,09:46 HOURS TO 09:50 HOURS,1240.25,55,0,,FALSE,
Time,Time (ASA/AMA),T0955,23520,91,09:51 HOURS TO 09:55 HOURS,1262.8,56,0,,FALSE,
Time,Time (ASA/AMA),T1000,23520,92,09:56 HOURS TO 10:00 HOURS,1262.8,56,0,,FALSE,
Time,Time (ASA/AMA),T1005,23530,93,10:01 HOURS TO 10:05 HOURS,1285.35,57,0,,FALSE,
Time,Time (ASA/AMA),T1010,23530,94,10:06 HOURS TO 10:10 HOURS,1285.35,57,0,,FALSE,
Time,Time (ASA/AMA),T1015,23540,95,10:11 HOURS TO 10:15 HOURS,1307.9,58,0,,FALSE,
Time,Time (ASA/AMA),T1020,23540,96,10:16 HOURS TO 10:20 HOURS,1307.9,58,0,,FALSE,
Time,Time (ASA/AMA),T1025,23550,97,10:21 HOURS TO 10:25 HOURS,1330.45,59,0,,FALSE,
Time,Time (ASA/AMA),T1030,23550,98,10:26 HOURS TO 10:30 HOURS,1330.45,59,0,,FALSE,
Time,Time (ASA/AMA),T1035,23560,99,10:31 HOURS TO 10:35 HOURS,1353,60,0,,FALSE,
Time,Time (ASA/AMA),T1040,23560,100,10:36 HOURS TO 10:40 HOURS,1353,60,0,,FALSE,
Time,Time (ASA/AMA),T1045,23570,101,10:41 HOURS TO 10:45 HOURS,1375.55,61,0,,FALSE,
Time,Time (ASA/AMA),T1050,23570,102,10:46 HOURS TO 10:50 HOURS,1375.55,61,0,,FALSE,
Time,Time (ASA/AMA),T1055,23580,103,10:51 HOURS TO 10:55 HOURS,1398.1,62,0,,FALSE,
Time,Time (ASA/AMA),T1100,23580,104,10:56 HOURS TO 11:00 HOURS,1398.1,62,0,,FALSE,
Time,Time (ASA/AMA),T1105,23590,105,11:01 HOURS TO 11:05 HOURS,1420.65,63,0,,FALSE,
Time,Time (ASA/AMA),T1110,23590,106,11:06 HOURS TO 11:10 HOURS,1420.65,63,0,,FALSE,
Time,Time (ASA/AMA),T1115,23600,107,11:11 HOURS TO 11:15 HOURS,1443.2,64,0,,FALSE,
Time,Time (ASA/AMA),T1120,23600,108,11:16 HOURS TO 11:20 HOURS,1443.2,64,0,,FALSE,
Time,Time (ASA/AMA),T1125,23610,109,11:21 HOURS TO 11:25 HOURS,1465.75,65,0,,FALSE,
Time,Time (ASA/AMA),T1130,23610,110,11:26 HOURS TO 11:30 HOURS,1465.75,65,0,,FALSE,
Time,Time (ASA/AMA),T1135,23620,111,11:31 HOURS TO 11:35 HOURS,1488.3,66,0,,FALSE,
Time,Time (ASA/AMA),T1140,23620,112,11:36 HOURS TO 11:40 HOURS,1488.3,66,0,,FALSE,
Time,Time (ASA/AMA),T1145,23630,113,11:41 HOURS TO 11:45 HOURS,1510.85,67,0,,FALSE,
Time,Time (ASA/AMA),T1150,23630,114,11:46 HOURS TO 11:50 HOURS,1510.85,67,0,,FALSE,
Time,Time (ASA/AMA),T1155,23640,115,11:51 HOURS TO 11:55 HOURS,1533.4,68,0,,FALSE,
Time,Time (ASA/AMA),T1200,23640,116,11:56 HOURS TO 12:00 HOURS,1533.4,68,0,,FALSE,
Time,Time (ASA/AMA),T1205,23650,117,12:01 HOURS TO 12:05 HOURS,1555.95,69,0,,FALSE,
Time,Time (ASA/AMA),T1210,23650,118,12:06 HOURS TO 12:10 HOURS,1555.95,69,0,,FALSE,
Time,Time (ASA/AMA),T1215,23660,119,12:11 HOURS TO 12:15 HOURS,1578.5,70,0,,FALSE,
Time,Time (ASA/AMA),T1220,23660,120,12:16 HOURS TO 12:20 HOURS,1578.5,70,0,,FALSE,
Time,Time (ASA/AMA),T1225,23670,121,12:21 HOURS TO 12:25 HOURS,1601.05,71,0,,FALSE,
Time,Time (ASA/AMA),T1230,23670,122,12:26 HOURS TO 12:30 HOURS,1601.05,71,0,,FALSE,
Time,Time (ASA/AMA),T1235,23680,123,12:31 HOURS TO 12:35 HOURS,1623.6,72,0,,FALSE,
